scenario_id,seed,arch,tasks,bypasses,wrong_bypasses,fallbacks,fallback_rate,active_window_bypasses,active_window_wrong_bypasses,active_window_fallbacks,clean_window_tasks,clean_window_bypasses,clean_window_fallbacks,shape_denials,evidence_invalidity_denials,hard_failure_denials,soft_degradation_denials,restoring_denials,unnecessary_reconstruction_triggers
D7_HARD_COORDINATOR_OFFSET,500,B_NAIVE_CACHE,6000,5035,51,965,0.16083333333333333,137,10,63,5790,4893,897,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,500,C_FLAT_BOUNDED,6000,4929,46,1071,0.1785,141,12,59,5790,4783,1007,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,500,D_TETRAHEDRAL_GATE,6000,4783,34,1217,0.20283333333333334,0,0,200,5790,4783,1007,210,0,200,0,10,0
D7_HARD_COORDINATOR_OFFSET,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5790,0,0,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,777,B_NAIVE_CACHE,6000,5027,48,973,0.16216666666666665,128,8,72,5790,4894,896,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,777,C_FLAT_BOUNDED,6000,4942,43,1058,0.17633333333333334,133,11,67,5790,4804,986,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,777,D_TETRAHEDRAL_GATE,6000,4804,30,1196,0.19933333333333333,0,0,200,5790,4804,986,210,0,200,0,10,0
D7_HARD_COORDINATOR_OFFSET,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5790,0,0,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,1337,B_NAIVE_CACHE,6000,5054,50,946,0.15766666666666668,129,7,71,5790,4921,869,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,1337,C_FLAT_BOUNDED,6000,4957,38,1043,0.17383333333333334,132,9,68,5790,4821,969,0,0,0,0,0,0
D7_HARD_COORDINATOR_OFFSET,1337,D_TETRAHEDRAL_GATE,6000,4821,29,1179,0.1965,0,0,200,5790,4821,969,210,0,200,0,10,0
D8_HARD_ROLE_DOMINANCE,42,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5790,0,0,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,42,B_NAIVE_CACHE,6000,4989,52,1011,0.1685,120,10,80,5790,4865,925,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,42,C_FLAT_BOUNDED,6000,4903,44,1097,0.18283333333333332,122,12,78,5790,4777,1013,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,42,D_TETRAHEDRAL_GATE,6000,4777,33,1223,0.20383333333333334,0,0,200,5790,4777,1013,210,0,200,0,10,0
D8_HARD_ROLE_DOMINANCE,99,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5790,0,0,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,99,B_NAIVE_CACHE,6000,5062,47,938,0.15633333333333332,133,8,67,5790,4922,868,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,99,C_FLAT_BOUNDED,6000,4970,40,1030,0.17166666666666666,138,9,62,5790,4825,965,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,99,D_TETRAHEDRAL_GATE,6000,4825,31,1175,0.19583333333333333,0,0,200,5790,4825,965,210,0,200,0,10,0
D8_HARD_ROLE_DOMINANCE,500,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5790,0,0,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,500,B_NAIVE_CACHE,6000,5014,53,986,0.16433333333333333,118,9,82,5790,4889,901,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,500,C_FLAT_BOUNDED,6000,4930,47,1070,0.17833333333333334,119,10,81,5790,4804,986,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,500,D_TETRAHEDRAL_GATE,6000,4804,36,1196,0.19933333333333333,0,0,200,5790,4804,986,210,0,200,0,10,0
D8_HARD_ROLE_DOMINANCE,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5790,0,0,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,777,B_NAIVE_CACHE,6000,5072,47,928,0.15466666666666667,132,8,68,5790,4930,860,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,777,C_FLAT_BOUNDED,6000,4961,44,1039,0.17316666666666666,136,11,64,5790,4815,975,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,777,D_TETRAHEDRAL_GATE,6000,4815,33,1185,0.1975,0,0,200,5790,4815,975,210,0,200,0,10,0
D8_HARD_ROLE_DOMINANCE,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5790,0,0,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,1337,B_NAIVE_CACHE,6000,5068,48,932,0.15533333333333332,121,12,79,5790,4942,848,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,1337,C_FLAT_BOUNDED,6000,4971,45,1029,0.1715,122,14,78,5790,4843,947,0,0,0,0,0,0
D8_HARD_ROLE_DOMINANCE,1337,D_TETRAHEDRAL_GATE,6000,4843,31,1157,0.19283333333333333,0,0,200,5790,4843,947,210,0,200,0,10,0
E1_MISSING_RECORD,42,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E1_MISSING_RECORD,42,B_NAIVE_CACHE,6000,5455,27,545,0.09083333333333334,20,0,5,5965,5426,539,0,0,0,0,0,0
E1_MISSING_RECORD,42,C_FLAT_BOUNDED,6000,5359,21,641,0.10683333333333334,20,0,5,5965,5330,635,0,0,0,0,0,0
E1_MISSING_RECORD,42,D_TETRAHEDRAL_GATE,6000,5332,21,668,0.11133333333333334,2,0,23,5965,5330,635,33,23,0,0,10,0
E1_MISSING_RECORD,99,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E1_MISSING_RECORD,99,B_NAIVE_CACHE,6000,5405,29,595,0.09916666666666667,22,0,3,5965,5375,590,0,0,0,0,0,0
E1_MISSING_RECORD,99,C_FLAT_BOUNDED,6000,5310,20,690,0.115,22,0,3,5965,5280,685,0,0,0,0,0,0
E1_MISSING_RECORD,99,D_TETRAHEDRAL_GATE,6000,5282,20,718,0.11966666666666667,2,0,23,5965,5280,685,33,23,0,0,10,0
E1_MISSING_RECORD,500,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E1_MISSING_RECORD,500,B_NAIVE_CACHE,6000,5423,27,577,0.09616666666666666,22,0,3,5965,5392,573,0,0,0,0,0,0
E1_MISSING_RECORD,500,C_FLAT_BOUNDED,6000,5313,20,687,0.1145,22,0,3,5965,5282,683,0,0,0,0,0,0
E1_MISSING_RECORD,500,D_TETRAHEDRAL_GATE,6000,5284,20,716,0.11933333333333333,2,0,23,5965,5282,683,33,23,0,0,10,0
E1_MISSING_RECORD,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E1_MISSING_RECORD,777,B_NAIVE_CACHE,6000,5425,30,575,0.09583333333333334,24,0,1,5965,5392,573,0,0,0,0,0,0
E1_MISSING_RECORD,777,C_FLAT_BOUNDED,6000,5321,20,679,0.11316666666666667,24,0,1,5965,5288,677,0,0,0,0,0,0
E1_MISSING_RECORD,777,D_TETRAHEDRAL_GATE,6000,5290,20,710,0.11833333333333333,2,0,23,5965,5288,677,33,23,0,0,10,0
E1_MISSING_RECORD,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E1_MISSING_RECORD,1337,B_NAIVE_CACHE,6000,5424,24,576,0.096,24,0,1,5965,5393,572,0,0,0,0,0,0
E1_MISSING_RECORD,1337,C_FLAT_BOUNDED,6000,5330,16,670,0.11166666666666666,24,0,1,5965,5299,666,0,0,0,0,0,0
E1_MISSING_RECORD,1337,D_TETRAHEDRAL_GATE,6000,5301,16,699,0.1165,2,0,23,5965,5299,666,33,23,0,0,10,0
E2_UNAUTHORIZED_SOURCE,42,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,42,B_NAIVE_CACHE,6000,5445,34,555,0.0925,21,0,4,5965,5416,549,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,42,C_FLAT_BOUNDED,6000,5334,25,666,0.111,21,0,4,5965,5305,660,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,42,D_TETRAHEDRAL_GATE,6000,5305,25,695,0.11583333333333333,0,0,25,5965,5305,660,35,25,0,0,10,0
E2_UNAUTHORIZED_SOURCE,99,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,99,B_NAIVE_CACHE,6000,5424,27,576,0.096,22,0,3,5965,5394,571,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,99,C_FLAT_BOUNDED,6000,5325,19,675,0.1125,22,0,3,5965,5295,670,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,99,D_TETRAHEDRAL_GATE,6000,5295,19,705,0.1175,0,0,25,5965,5295,670,35,25,0,0,10,0
E2_UNAUTHORIZED_SOURCE,500,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,500,B_NAIVE_CACHE,6000,5446,28,554,0.09233333333333334,24,0,1,5965,5413,552,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,500,C_FLAT_BOUNDED,6000,5341,21,659,0.10983333333333334,24,0,1,5965,5308,657,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,500,D_TETRAHEDRAL_GATE,6000,5308,21,692,0.11533333333333333,0,0,25,5965,5308,657,35,25,0,0,10,0
E2_UNAUTHORIZED_SOURCE,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,777,B_NAIVE_CACHE,6000,5459,30,541,0.09016666666666667,21,0,4,5965,5428,537,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,777,C_FLAT_BOUNDED,6000,5354,19,646,0.10766666666666666,21,0,4,5965,5323,642,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,777,D_TETRAHEDRAL_GATE,6000,5323,19,677,0.11283333333333333,0,0,25,5965,5323,642,35,25,0,0,10,0
E2_UNAUTHORIZED_SOURCE,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,1337,B_NAIVE_CACHE,6000,5440,29,560,0.09333333333333334,25,0,0,5965,5406,559,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,1337,C_FLAT_BOUNDED,6000,5335,19,665,0.11083333333333334,25,0,0,5965,5301,664,0,0,0,0,0,0
E2_UNAUTHORIZED_SOURCE,1337,D_TETRAHEDRAL_GATE,6000,5301,19,699,0.1165,0,0,25,5965,5301,664,35,25,0,0,10,0
E3_FAILED_VERIFICATION,42,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E3_FAILED_VERIFICATION,42,B_NAIVE_CACHE,6000,5436,26,564,0.094,22,0,3,5965,5406,559,0,0,0,0,0,0
E3_FAILED_VERIFICATION,42,C_FLAT_BOUNDED,6000,5328,20,672,0.112,22,0,3,5965,5298,667,0,0,0,0,0,0
E3_FAILED_VERIFICATION,42,D_TETRAHEDRAL_GATE,6000,5298,20,702,0.117,0,0,25,5965,5298,667,35,25,0,0,10,0
E3_FAILED_VERIFICATION,99,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E3_FAILED_VERIFICATION,99,B_NAIVE_CACHE,6000,5451,28,549,0.0915,20,0,5,5965,5422,543,0,0,0,0,0,0
E3_FAILED_VERIFICATION,99,C_FLAT_BOUNDED,6000,5343,20,657,0.1095,20,0,5,5965,5314,651,0,0,0,0,0,0
E3_FAILED_VERIFICATION,99,D_TETRAHEDRAL_GATE,6000,5314,20,686,0.11433333333333333,0,0,25,5965,5314,651,35,25,0,0,10,0
E3_FAILED_VERIFICATION,500,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E3_FAILED_VERIFICATION,500,B_NAIVE_CACHE,6000,5459,29,541,0.09016666666666667,22,0,3,5965,5427,538,0,0,0,0,0,0
E3_FAILED_VERIFICATION,500,C_FLAT_BOUNDED,6000,5367,20,633,0.1055,22,0,3,5965,5335,630,0,0,0,0,0,0
E3_FAILED_VERIFICATION,500,D_TETRAHEDRAL_GATE,6000,5335,20,665,0.11083333333333334,0,0,25,5965,5335,630,35,25,0,0,10,0
E3_FAILED_VERIFICATION,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E3_FAILED_VERIFICATION,777,B_NAIVE_CACHE,6000,5460,28,540,0.09,20,0,5,5965,5430,535,0,0,0,0,0,0
E3_FAILED_VERIFICATION,777,C_FLAT_BOUNDED,6000,5353,18,647,0.10783333333333334,20,0,5,5965,5323,642,0,0,0,0,0,0
E3_FAILED_VERIFICATION,777,D_TETRAHEDRAL_GATE,6000,5323,18,677,0.11283333333333333,0,0,25,5965,5323,642,35,25,0,0,10,0
E3_FAILED_VERIFICATION,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E3_FAILED_VERIFICATION,1337,B_NAIVE_CACHE,6000,5460,25,540,0.09,22,0,3,5965,5428,537,0,0,0,0,0,0
E3_FAILED_VERIFICATION,1337,C_FLAT_BOUNDED,6000,5380,21,620,0.10333333333333333,22,0,3,5965,5348,617,0,0,0,0,0,0
E3_FAILED_VERIFICATION,1337,D_TETRAHEDRAL_GATE,6000,5348,21,652,0.10866666666666666,0,0,25,5965,5348,617,35,25,0,0,10,0
E4_STALE_TIMESTAMP,42,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E4_STALE_TIMESTAMP,42,B_NAIVE_CACHE,6000,5412,26,588,0.098,22,0,3,5965,5381,584,0,0,0,0,0,0
E4_STALE_TIMESTAMP,42,C_FLAT_BOUNDED,6000,5315,20,685,0.11416666666666667,22,0,3,5965,5284,681,0,0,0,0,0,0
E4_STALE_TIMESTAMP,42,D_TETRAHEDRAL_GATE,6000,5284,20,716,0.11933333333333333,0,0,25,5965,5284,681,35,25,0,0,10,0
E4_STALE_TIMESTAMP,99,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E4_STALE_TIMESTAMP,99,B_NAIVE_CACHE,6000,5415,32,585,0.0975,24,0,1,5965,5382,583,0,0,0,0,0,0
E4_STALE_TIMESTAMP,99,C_FLAT_BOUNDED,6000,5310,23,690,0.115,24,0,1,5965,5277,688,0,0,0,0,0,0
E4_STALE_TIMESTAMP,99,D_TETRAHEDRAL_GATE,6000,5277,23,723,0.1205,0,0,25,5965,5277,688,35,25,0,0,10,0
E4_STALE_TIMESTAMP,500,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E4_STALE_TIMESTAMP,500,B_NAIVE_CACHE,6000,5435,26,565,0.09416666666666666,21,0,4,5965,5407,558,0,0,0,0,0,0
E4_STALE_TIMESTAMP,500,C_FLAT_BOUNDED,6000,5332,16,668,0.11133333333333334,21,0,4,5965,5304,661,0,0,0,0,0,0
E4_STALE_TIMESTAMP,500,D_TETRAHEDRAL_GATE,6000,5304,16,696,0.116,0,0,25,5965,5304,661,35,25,0,0,10,0
E4_STALE_TIMESTAMP,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E4_STALE_TIMESTAMP,777,B_NAIVE_CACHE,6000,5439,34,561,0.0935,21,0,4,5965,5409,556,0,0,0,0,0,0
E4_STALE_TIMESTAMP,777,C_FLAT_BOUNDED,6000,5347,26,653,0.10883333333333334,21,0,4,5965,5317,648,0,0,0,0,0,0
E4_STALE_TIMESTAMP,777,D_TETRAHEDRAL_GATE,6000,5317,26,683,0.11383333333333333,0,0,25,5965,5317,648,35,25,0,0,10,0
E4_STALE_TIMESTAMP,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E4_STALE_TIMESTAMP,1337,B_NAIVE_CACHE,6000,5413,28,587,0.09783333333333333,21,0,4,5965,5384,581,0,0,0,0,0,0
E4_STALE_TIMESTAMP,1337,C_FLAT_BOUNDED,6000,5311,20,689,0.11483333333333333,21,0,4,5965,5282,683,0,0,0,0,0,0
E4_STALE_TIMESTAMP,1337,D_TETRAHEDRAL_GATE,6000,5282,20,718,0.11966666666666667,0,0,25,5965,5282,683,35,25,0,0,10,0
E5_EPOCH_MISMATCH,42,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E5_EPOCH_MISMATCH,42,B_NAIVE_CACHE,6000,5420,28,580,0.09666666666666666,23,0,2,5965,5388,577,0,0,0,0,0,0
E5_EPOCH_MISMATCH,42,C_FLAT_BOUNDED,6000,5341,24,659,0.10983333333333334,23,0,2,5965,5309,656,0,0,0,0,0,0
E5_EPOCH_MISMATCH,42,D_TETRAHEDRAL_GATE,6000,5309,24,691,0.11516666666666667,0,0,25,5965,5309,656,35,25,0,0,10,0
E5_EPOCH_MISMATCH,99,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E5_EPOCH_MISMATCH,99,B_NAIVE_CACHE,6000,5445,28,555,0.0925,21,0,4,5965,5415,550,0,0,0,0,0,0
E5_EPOCH_MISMATCH,99,C_FLAT_BOUNDED,6000,5332,19,668,0.11133333333333334,21,0,4,5965,5302,663,0,0,0,0,0,0
E5_EPOCH_MISMATCH,99,D_TETRAHEDRAL_GATE,6000,5302,19,698,0.11633333333333333,0,0,25,5965,5302,663,35,25,0,0,10,0
E5_EPOCH_MISMATCH,500,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E5_EPOCH_MISMATCH,500,B_NAIVE_CACHE,6000,5454,29,546,0.091,21,0,4,5965,5424,541,0,0,0,0,0,0
E5_EPOCH_MISMATCH,500,C_FLAT_BOUNDED,6000,5343,19,657,0.1095,21,0,4,5965,5313,652,0,0,0,0,0,0
E5_EPOCH_MISMATCH,500,D_TETRAHEDRAL_GATE,6000,5313,19,687,0.1145,0,0,25,5965,5313,652,35,25,0,0,10,0
E5_EPOCH_MISMATCH,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E5_EPOCH_MISMATCH,777,B_NAIVE_CACHE,6000,5419,23,581,0.09683333333333333,20,0,5,5965,5389,576,0,0,0,0,0,0
E5_EPOCH_MISMATCH,777,C_FLAT_BOUNDED,6000,5309,13,691,0.11516666666666667,20,0,5,5965,5279,686,0,0,0,0,0,0
E5_EPOCH_MISMATCH,777,D_TETRAHEDRAL_GATE,6000,5279,13,721,0.12016666666666667,0,0,25,5965,5279,686,35,25,0,0,10,0
E5_EPOCH_MISMATCH,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E5_EPOCH_MISMATCH,1337,B_NAIVE_CACHE,6000,5462,25,538,0.08966666666666667,21,0,4,5965,5431,534,0,0,0,0,0,0
E5_EPOCH_MISMATCH,1337,C_FLAT_BOUNDED,6000,5360,15,640,0.10666666666666667,21,0,4,5965,5329,636,0,0,0,0,0,0
E5_EPOCH_MISMATCH,1337,D_TETRAHEDRAL_GATE,6000,5329,15,671,0.11183333333333334,0,0,25,5965,5329,636,35,25,0,0,10,0
E6_SCOPE_MISMATCH,42,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E6_SCOPE_MISMATCH,42,B_NAIVE_CACHE,6000,5413,30,587,0.09783333333333333,24,0,1,5965,5380,585,0,0,0,0,0,0
E6_SCOPE_MISMATCH,42,C_FLAT_BOUNDED,6000,5316,21,684,0.114,24,0,1,5965,5283,682,0,0,0,0,0,0
E6_SCOPE_MISMATCH,42,D_TETRAHEDRAL_GATE,6000,5283,21,717,0.1195,0,0,25,5965,5283,682,35,25,0,0,10,0
E6_SCOPE_MISMATCH,99,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E6_SCOPE_MISMATCH,99,B_NAIVE_CACHE,6000,5458,29,542,0.09033333333333333,23,0,2,5965,5426,539,0,0,0,0,0,0
E6_SCOPE_MISMATCH,99,C_FLAT_BOUNDED,6000,5366,20,634,0.10566666666666667,23,0,2,5965,5334,631,0,0,0,0,0,0
E6_SCOPE_MISMATCH,99,D_TETRAHEDRAL_GATE,6000,5334,20,666,0.111,0,0,25,5965,5334,631,35,25,0,0,10,0
E6_SCOPE_MISMATCH,500,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E6_SCOPE_MISMATCH,500,B_NAIVE_CACHE,6000,5446,25,554,0.09233333333333334,20,0,5,5965,5416,549,0,0,0,0,0,0
E6_SCOPE_MISMATCH,500,C_FLAT_BOUNDED,6000,5347,17,653,0.10883333333333334,20,0,5,5965,5317,648,0,0,0,0,0,0
E6_SCOPE_MISMATCH,500,D_TETRAHEDRAL_GATE,6000,5317,17,683,0.11383333333333333,0,0,25,5965,5317,648,35,25,0,0,10,0
E6_SCOPE_MISMATCH,777,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E6_SCOPE_MISMATCH,777,B_NAIVE_CACHE,6000,5434,28,566,0.09433333333333334,18,0,7,5965,5406,559,0,0,0,0,0,0
E6_SCOPE_MISMATCH,777,C_FLAT_BOUNDED,6000,5311,20,689,0.11483333333333333,18,0,7,5965,5283,682,0,0,0,0,0,0
E6_SCOPE_MISMATCH,777,D_TETRAHEDRAL_GATE,6000,5283,20,717,0.1195,0,0,25,5965,5283,682,35,25,0,0,10,0
E6_SCOPE_MISMATCH,1337,A_FULL_ANALYSIS,6000,0,0,0,0.0,0,0,0,5965,0,0,0,0,0,0,0,0
E6_SCOPE_MISMATCH,1337,B_NAIVE_CACHE,6000,5460,30,540,0.09,21,0,4,5965,5431,534,0,0,0,0,0,0
E6_SCOPE_MISMATCH,1337,C_FLAT_BOUNDED,6000,5354,24,646,0.10766666666666666,21,0,4,5965,5325,640,0,0,0,0,0,0
E6_SCOPE_MISMATCH,1337,D_TETRAHEDRAL_GATE,6000,5325,24,675,0.1125,0,0,25,5965,5325,640,35,25,0,0,10,0
